Ensembl Gene ID,Gene Symbol,GBM64_poor,GBM76_poor,GBM80_poor,GBM85_poor,GBM108_poor,GBM115_poor,GBM12_good,GBM39_good,GBM59_good,GBM44_poor,GBM5_good,Description
ENSG00000163655,GMPS,6.69,6.58,8.67,8.99,7.21,8.49,1.35,4.36,5.95,0.94,3.58,guanine monophosphate synthase [Source:HGNC Symbol;Acc:HGNC:4378]
ENSG00000240106,RN7SL146P,0.91,3.64,0.23,1.79,2.12,0.54,0,0.95,1.26,0,0.57,"RNA, 7SL, cytoplasmic 146, pseudogene [Source:HGNC Symbol;Acc:HGNC:46162]"
ENSG00000258011,HMGA1P3,2.7,2.92,3.02,7.09,1.3,2.47,0,1.75,3.62,0,4.02,high mobility group AT-hook 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:13323]
ENSG00000181790,BAI1,14.29,5.54,18.26,3.63,11.68,51.06,0.17,0,0,3.58,2.52,adhesion G protein-coupled receptor B1 [Source:HGNC Symbol;Acc:HGNC:943]
ENSG00000176563,CNTD1,9.19,9.76,15.03,12.16,11.31,15.18,1.73,8.31,12.62,1.16,8.27,cyclin N-terminal domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26847]
ENSG00000115486,GGCX,34.64,50.04,43.3,47.7,56.2,27.76,356.94,18.9,32.2,282.91,34.68,gamma-glutamyl carboxylase [Source:HGNC Symbol;Acc:HGNC:4247]
ENSG00000267520,RP11-373L24.1,8.81,9.7,9.02,18.55,17.07,8.36,5.82,5.54,6.79,5.21,28.33,NA
ENSG00000143149,ALDH9A1,9.14,15.67,22.06,11.99,8.39,14.68,5.58,5.49,9.02,5,15.04,aldehyde dehydrogenase 9 family member A1 [Source:HGNC Symbol;Acc:HGNC:412]
ENSG00000143578,CREB3L4,12.8,4.94,10.96,43.05,10.86,8.53,4.86,4.46,3.45,4.35,8.72,cAMP responsive element binding protein 3 like 4 [Source:HGNC Symbol;Acc:HGNC:18854]
ENSG00000231064,RP11-263K19.4,5.32,25.59,5.59,32.41,41.57,5.69,1.92,12.86,8.16,2.3,4.06,microRNA 92b [Source:HGNC Symbol;Acc:HGNC:32920]
ENSG00000250318,CTA-963H5.5,4.27,13.26,3.48,4,11.35,2.43,0,6.38,14.65,0,6.8,NA
ENSG00000197157,SND1,1.35,2.15,1.92,2.4,2.28,1.99,0.46,1.13,2.08,0.31,2.81,staphylococcal nuclease and tudor domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30646]
ENSG00000213600,U73169.1,1.39,0.93,0.65,0.97,4.05,1.43,0,0.35,2.13,0,0.46,NA
ENSG00000225706,RP11-75C9.1,5.81,2.95,20.35,2.3,19.82,4.15,2.68,0.03,8,0,0.26,PTPRD antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49753]
ENSG00000066422,ZBTB11,8.21,10.11,9.18,10.85,10.77,10.96,2.32,5.58,6.19,2.6,7.73,zinc finger and BTB domain containing 11 [Source:HGNC Symbol;Acc:HGNC:16740]
ENSG00000256466,AP003026.1,12.63,31.57,8.31,18.32,10.02,1.12,0,0.16,6.27,0,14.78,NA
ENSG00000196510,ANAPC7,16.4,16.39,20.64,18.13,17.71,18.88,5.02,12.27,10.56,3.86,18.67,anaphase promoting complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:17380]
ENSG00000167107,ACSF2,0.67,1.79,0.41,1.3,1.68,1.06,0,0.3,1.27,0.2,1.6,acyl-CoA synthetase family member 2 [Source:HGNC Symbol;Acc:HGNC:26101]
ENSG00000269139,CTD-3193O13.8,28.11,12.05,11.96,4.17,8.99,39.27,0,1.86,1.96,6.49,5.45,NA
ENSG00000265012,AC024896.1,3.89,1.3,0,1.7,2.69,0,0,1.21,0,0,2.42,NA
ENSG00000122406,RPL5,216.26,189.2,132.74,694.6,230.57,246.82,134.06,156.81,262.53,56.54,295.45,ribosomal protein L5 [Source:HGNC Symbol;Acc:HGNC:10360]
ENSG00000272551,RP11-324L17.1,7.21,12.14,12.6,26.91,3.1,14.63,0,0,8.86,12.18,0,NA
ENSG00000229833,PET100,57.02,81.75,33.08,58.11,66.83,61.32,0,46.91,65.25,17.85,61.9,PET100 homolog [Source:HGNC Symbol;Acc:HGNC:40038]
ENSG00000092036,HAUS4,12.6,17.74,11.51,19.25,8.32,22.68,5.06,10.32,16.94,3.62,21.46,HAUS augmin like complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:20163]
ENSG00000151458,ANKRD50,2.46,10.45,7.97,3.78,9.98,7.06,1.7,2.58,6.37,1.02,4.8,ankyrin repeat domain 50 [Source:HGNC Symbol;Acc:HGNC:29223]
ENSG00000238286,SLC35E1P1,1.99,4.22,8.23,7.11,11.75,5.66,0,0.36,0.75,0,1.36,solute carrier family 35 member E1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:42046]
ENSG00000268466,AL132989.1,2.2,2.24,0.76,2.02,2.51,1.11,0,2.32,2.82,0,2.15,NA
ENSG00000204789,ZNF204P,1.17,3.8,0.01,11.3,1.72,4.16,0,1.86,0.39,1.45,3.96,"zinc finger protein 204, pseudogene [Source:HGNC Symbol;Acc:HGNC:12995]"
ENSG00000268865,AC026310.1,2.98,8.49,1.14,0.2,1.21,6.28,0,1.29,1.9,0,0.34,NA
ENSG00000204054,LINC00963,1.95,7.34,9,7.33,11.91,6.04,0.73,4.03,1.25,6.06,6.21,long intergenic non-protein coding RNA 963 [Source:HGNC Symbol;Acc:HGNC:48716]
ENSG00000244005,NFS1,2.46,4.41,2.7,2.97,4.39,3.29,0.71,1.95,5.15,0.32,5.54,NFS1 cysteine desulfurase [Source:HGNC Symbol;Acc:HGNC:15910]
ENSG00000268941,MGC4294,2.07,4.22,0.36,0.61,4.37,1.23,0,34.57,1.74,10.48,0.31,NA
ENSG00000116489,CAPZA1,4.76,11.42,14.78,12.68,8,7.1,3.9,13.13,22.39,1.32,11.93,capping actin protein of muscle Z-line alpha subunit 1 [Source:HGNC Symbol;Acc:HGNC:1488]
ENSG00000207572,MIR363,4.49,0,8.08,1.77,31.74,0,0,0,0,0,0,NA
ENSG00000267543,RP11-666A8.7,1.15,0.31,0.92,1.51,3.52,0.27,0,1.29,0.71,0,0.91,NA
ENSG00000137720,C11orf1,4.46,3.71,3.55,6.14,6.94,6.61,1.57,3.9,5.63,0,5.43,chromosome 11 open reading frame 1 [Source:HGNC Symbol;Acc:HGNC:1163]
ENSG00000163348,PYGO2,36.87,56.35,81.08,69.78,180.76,50.03,17.01,16.12,29.8,24.66,64.52,pygopus family PHD finger 2 [Source:HGNC Symbol;Acc:HGNC:30257]
ENSG00000184602,SNN,65.65,68.63,94.34,181.86,53.93,64.8,20.58,5.93,5.19,7.37,22.29,stannin [Source:HGNC Symbol;Acc:HGNC:11149]
ENSG00000225357,RPF2P1,1.34,1.04,1,2.19,1.62,1.5,0,1.6,1.98,0,2.36,ribosome production factor 2 homolog pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16186]
ENSG00000158850,B4GALT3,29.98,38.14,53.64,42.14,62.86,42.14,16.98,16.49,13.6,14.41,43.08,"beta-1,4-galactosyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:926]"
ENSG00000272448,LLNLR-299G3.1,38.39,70.07,25.7,30.38,42.85,36.77,0,1.15,3.49,0,46.42,NA
ENSG00000166123,GPT2,6.55,17.36,21.41,22.94,9.96,7.14,1.89,1.19,2.85,1.48,13.73,glutamic--pyruvic transaminase 2 [Source:HGNC Symbol;Acc:HGNC:18062]
ENSG00000198746,GPATCH3,6.52,8.66,6.82,9.94,7.58,9.68,0,2.36,4.17,0.99,8.01,G-patch domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25720]
ENSG00000156345,CDK20,10.04,18.31,13.91,13.96,26.72,14.57,3.99,4.79,6.21,0,7.36,cyclin dependent kinase 20 [Source:HGNC Symbol;Acc:HGNC:21420]
ENSG00000208028,MIR616,4.86,17.42,12.85,4.1,10.83,5.37,0,3.57,7.97,0,15.58,microRNA 616 [Source:HGNC Symbol;Acc:HGNC:32872]
ENSG00000261766,RP11-22P6.2,5.24,4.43,1.89,5.64,4.89,2.01,0,0.78,1.66,0,3.68,NA
ENSG00000005889,ZFX,2.17,4.55,2.98,4.04,3.77,3.36,1.24,1.87,4.02,0.74,2.49,"zinc finger protein, X-linked [Source:HGNC Symbol;Acc:HGNC:12869]"
ENSG00000083223,ZCCHC6,1.19,3,2.13,2.24,3.06,1.19,0.33,2.19,1.06,0.22,1.84,zinc finger CCHC-type containing 6 [Source:HGNC Symbol;Acc:HGNC:25817]
ENSG00000169567,HINT1,71.56,62.84,83.44,75.62,59.93,74.93,15.66,69.03,106.7,9.74,35.14,histidine triad nucleotide binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4912]
ENSG00000224906,RP1-102E24.9,2.28,4.76,51.72,12.08,7.89,2.82,0,3.55,13.77,0,10.88,NA
ENSG00000175206,NPPA,8.73,0.85,2.85,4.41,2.87,0.41,6.29,0.27,0.81,0,1.03,natriuretic peptide A [Source:HGNC Symbol;Acc:HGNC:7939]
ENSG00000257742,RP11-350F4.2,12.03,19,37.16,20.44,24.24,25.82,4.42,9.19,23.06,7.91,13.5,NA
ENSG00000207165,SNORA70,323.53,325.94,224.33,382.35,575.16,176.23,245.78,118.54,606.74,0,462.74,"small nucleolar RNA, H/ACA box 70 [Source:HGNC Symbol;Acc:HGNC:10231]"
ENSG00000100296,THOC5,4.34,5.45,5.25,4.31,4.87,2.06,1.57,1.81,6.1,0.6,7.91,THO complex 5 [Source:HGNC Symbol;Acc:HGNC:19074]
ENSG00000057663,ATG5,0.46,0.76,0.93,1.91,1.62,1.18,0.23,1.75,1.78,0.18,1.5,autophagy related 5 [Source:HGNC Symbol;Acc:HGNC:589]
ENSG00000248449,PCDHGB8P,2.03,1.34,0.41,1.06,2.96,0.66,0,1.18,1.11,0,0.8,"protocadherin gamma subfamily B, 8 pseudogene [Source:HGNC Symbol;Acc:HGNC:8715]"
ENSG00000273210,AP001437.1,9.53,1.48,12.56,5.52,8.14,11.68,0,1.93,2.35,0,7.73,NA
ENSG00000117528,ABCD3,1.37,8.9,8.5,6.31,4.02,5.65,1.76,2.26,6.32,0.25,5.54,ATP binding cassette subfamily D member 3 [Source:HGNC Symbol;Acc:HGNC:67]
ENSG00000125812,GZF1,6.53,22.88,21.5,25.01,23.04,17.58,5.57,6.97,14,2.72,28.17,GDNF inducible zinc finger protein 1 [Source:HGNC Symbol;Acc:HGNC:15808]
ENSG00000124508,BTN2A2,1.96,7.58,6.39,14.47,10.36,5.11,1.88,5.54,7.46,1.26,10.37,butyrophilin subfamily 2 member A2 [Source:HGNC Symbol;Acc:HGNC:1137]
ENSG00000141127,PRPSAP2,1.7,1.74,3.46,3.97,1.97,1.75,0.55,0.78,1.06,0.43,1.92,phosphoribosyl pyrophosphate synthetase associated protein 2 [Source:HGNC Symbol;Acc:HGNC:9467]
ENSG00000156599,ZDHHC5,11.45,13.15,7.9,8.69,14.94,12.11,7.94,4.88,10.83,6.37,6.86,zinc finger DHHC-type containing 5 [Source:HGNC Symbol;Acc:HGNC:18472]
ENSG00000138131,LOXL4,13.38,1.04,4.71,0.31,34.68,7.67,0.54,0.85,9.98,2.41,0.09,lysyl oxidase like 4 [Source:HGNC Symbol;Acc:HGNC:17171]
ENSG00000043143,JADE2,0.63,4.57,0.46,0.83,6.04,2.23,0.94,2,3.37,0.5,0.02,jade family PHD finger 2 [Source:HGNC Symbol;Acc:HGNC:22984]
ENSG00000259185,RP11-56B16.4,13.04,58.29,57.78,31.31,61.42,40.7,0,49.83,55.66,6.68,43.4,NA
ENSG00000172201,ID4,66.96,655.56,169.67,311.86,414.97,274.2,65.37,43.78,43.48,22.52,31.34,"inhibitor of DNA binding 4, HLH protein [Source:HGNC Symbol;Acc:HGNC:5363]"
ENSG00000160062,ZBTB8A,1.55,1.32,2.4,2.4,1.28,1.21,0.5,0.48,1.14,0.3,1.26,zinc finger and BTB domain containing 8A [Source:HGNC Symbol;Acc:HGNC:24172]
ENSG00000197860,SGTB,1.83,2.53,3.74,2.9,1.76,2.87,0.77,0.95,0.84,0.69,1.26,small glutamine rich tetratricopeptide repeat containing beta [Source:HGNC Symbol;Acc:HGNC:23567]
ENSG00000135722,FBXL8,5.23,14.44,3.27,20.57,1.78,3.55,0,0.71,3.06,2.13,5.46,F-box and leucine rich repeat protein 8 [Source:HGNC Symbol;Acc:HGNC:17875]
ENSG00000118976,HIN1L,0.92,4.8,1.33,1.35,1.87,1.62,3.61,0.92,1.2,0,4.33,OTUD4 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:33912]
ENSG00000236397,DDX11L2,3.13,2.21,2.59,2.05,2.95,0.14,0,0.11,0.29,0,3.24,DEAD/H-box helicase 11 like 2 [Source:HGNC Symbol;Acc:HGNC:37103]
ENSG00000198374,HIST1H2AL,0.47,1.89,5.88,1.16,0.24,1.19,0,0.33,1,0,1.61,NA
ENSG00000213859,KCTD11,17.77,27.18,27.92,31.65,46.31,21.08,7.25,5.39,10.66,9.74,26.28,potassium channel tetramerization domain containing 11 [Source:HGNC Symbol;Acc:HGNC:21302]
ENSG00000111581,NUP107,6.81,7.01,8.82,8.97,4.32,7.38,49.23,4.47,4.15,4.31,748.46,nucleoporin 107 [Source:HGNC Symbol;Acc:HGNC:29914]
ENSG00000175416,CLTB,12.58,9.5,10.22,13.08,8.61,11.64,2.52,3.69,12.35,0.82,6.36,clathrin light chain B [Source:HGNC Symbol;Acc:HGNC:2091]
ENSG00000201700,SNORD113-3,6.92,25.93,0,15.13,0,0,0,33.23,43.38,0,1.73,"small nucleolar RNA, C/D box 113-3 [Source:HGNC Symbol;Acc:HGNC:32982]"
ENSG00000266677,RP11-258F1.1,2.2,4.99,7.01,4.3,3.44,3.85,1.82,0.42,1.24,1.23,3.66,NA
ENSG00000198356,ASNA1,24.66,47.52,42.14,27.31,34.63,51.44,15.82,15.6,34.11,8.41,34.43,"arsA arsenite transporter, ATP-binding, homolog 1 (bacterial) [Source:HGNC Symbol;Acc:HGNC:752]"
ENSG00000251556,RP11-118M9.3,2.18,3.36,2.6,3.49,2.84,1.94,0.53,1.34,1.89,1.41,2.91,NA
ENSG00000043093,DCUN1D1,4.52,5.07,6.8,5.74,5.91,6.78,3.12,3.9,4.18,1.66,4.14,defective in cullin neddylation 1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18184]
ENSG00000108823,SGCA,4.47,4.66,3.17,1.43,7.83,3.37,2.36,0.01,0.01,1.69,0.07,sarcoglycan alpha [Source:HGNC Symbol;Acc:HGNC:10805]
ENSG00000111640,GAPDH,2435.74,3522.67,2669.3,2241.59,2441.87,6128.06,1106,5227.16,3996.2,830.16,2465.62,glyceraldehyde-3-phosphate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4141]
ENSG00000152784,PRDM8,0.49,0.19,0.14,8.52,1.44,0,0.54,1.53,1.29,0.97,5.98,PR/SET domain 8 [Source:HGNC Symbol;Acc:HGNC:13993]
ENSG00000088038,CNOT3,14.75,29.61,19.31,13.29,27.53,20.65,10.77,3.86,9.47,8.27,27.2,CCR4-NOT transcription complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:7879]
ENSG00000267278,MAP3K14-AS1,0.96,1.38,1.42,2.25,1.76,3.2,0.53,0.35,1.34,0.48,0.38,MAP3K14 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44359]
ENSG00000206633,SNORA80B,0.99,6.96,1.49,1.62,2.06,2.65,0,0.46,2.93,0,0.31,"small nucleolar RNA, H/ACA box 80B [Source:HGNC Symbol;Acc:HGNC:34355]"
ENSG00000122783,C7orf49,2.14,4.79,3.9,3.76,5.97,5.8,0.63,2.95,2.84,0.57,5.05,chromosome 7 open reading frame 49 [Source:HGNC Symbol;Acc:HGNC:22432]
ENSG00000197448,GSTK1,8.1,29.65,15.73,16.62,26.36,12.54,2.89,20.48,25.64,5.18,13.78,glutathione S-transferase kappa 1 [Source:HGNC Symbol;Acc:HGNC:16906]
ENSG00000264491,RP11-349A8.3,1.95,0.26,0.74,1.07,1.7,1.59,0,0.07,0,0,0.46,NA
ENSG00000144152,FBLN7,1.05,3.18,2.15,0.5,0.27,2.05,0,0.34,2.56,0.7,0.73,fibulin 7 [Source:HGNC Symbol;Acc:HGNC:26740]
ENSG00000272770,RP11-74E22.5,111.77,115.93,214.24,143.75,188.62,146.74,43.4,58.7,75.49,22.21,116.75,NA
ENSG00000243431,RPL5P30,8.92,4.25,1.4,6.2,5.81,4.94,0,1.63,5.07,0,7.07,ribosomal protein L5 pseudogene 30 [Source:HGNC Symbol;Acc:HGNC:35837]
ENSG00000117016,RIMS3,6.2,0.36,11.29,16.41,5.16,1.35,3.57,0.01,0.05,2.64,3.38,regulating synaptic membrane exocytosis 3 [Source:HGNC Symbol;Acc:HGNC:21292]
ENSG00000230177,RP5-1112D6.4,6.19,2.5,1.58,9.15,11.83,2.52,0,5.59,6.27,0,4.66,NA
ENSG00000197483,ZNF628,4,7.27,4.46,4.5,4.85,7.94,2.03,0.14,0.64,0,4.67,zinc finger protein 628 [Source:HGNC Symbol;Acc:HGNC:28054]
ENSG00000215283,HMGB3P24,4.58,2.18,4.28,4.99,3.49,2.5,0,5.72,4.13,0,2.38,high mobility group box 3 pseudogene 24 [Source:HGNC Symbol;Acc:HGNC:39316]
ENSG00000203583,AL021707.1,37.12,78.91,61.68,39.15,100.3,42.31,16.39,8.82,44,44.03,90.37,NA
ENSG00000152219,ARL14EP,14.3,15.33,8.19,10.92,20.27,10.1,1.46,5.25,15.39,1.31,10.65,ADP ribosylation factor like GTPase 14 effector protein [Source:HGNC Symbol;Acc:HGNC:26798]
ENSG00000162642,C1orf52,10.86,15.41,16.88,19.8,14.85,16.92,5.69,9.28,18.5,3.06,14.1,chromosome 1 open reading frame 52 [Source:HGNC Symbol;Acc:HGNC:24871]
ENSG00000120889,TNFRSF10B,5.68,6.99,23.94,7.11,9.15,8.21,1.01,12.68,4.9,4.44,7.89,TNF receptor superfamily member 10b [Source:HGNC Symbol;Acc:HGNC:11905]
ENSG00000156973,PDE6D,3.41,2.78,3.63,3.84,2.62,3.67,1.54,1.73,1.87,0.18,2.67,phosphodiesterase 6D [Source:HGNC Symbol;Acc:HGNC:8788]
ENSG00000229191,RP11-168O16.1,2.58,0,2.95,96.43,3.64,0.26,0,0,0,0,11.2,NA
ENSG00000089818,NECAP1,20.52,20.04,27.91,15.35,20.69,31.9,2.84,11.4,12.09,1.91,14.71,NECAP endocytosis associated 1 [Source:HGNC Symbol;Acc:HGNC:24539]
ENSG00000227890,PSMA2P3,0.85,0.6,1.55,2.16,1.04,1.9,0,1.4,2.14,0,1.8,proteasome subunit alpha 2 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:43834]
ENSG00000244218,RN7SL81P,1.43,6.04,3.01,8.84,13.11,4.6,0,4.29,8.49,0,11.25,"RNA, 7SL, cytoplasmic 81, pseudogene [Source:HGNC Symbol;Acc:HGNC:46097]"
ENSG00000263326,RP11-266L9.6,3.54,1.04,1.61,5.68,7.01,2.46,0,0.08,0.28,0,5.36,NA
ENSG00000106070,GRB10,1.35,7.89,4.36,1.85,1.38,2.87,0.9,6.28,4.36,0.19,0.17,growth factor receptor bound protein 10 [Source:HGNC Symbol;Acc:HGNC:4564]
ENSG00000268544,RP11-277L2.4,1.27,2.4,4.54,6.58,0.99,5.87,0,1.34,0.71,0,1.98,NA
ENSG00000116754,SRSF11,11.18,42.96,34.51,51.73,37.33,24.11,159.11,18.27,35.48,118.47,45.64,serine and arginine rich splicing factor 11 [Source:HGNC Symbol;Acc:HGNC:10782]
ENSG00000249590,RP4-539M6.19,3.79,7.69,6.22,4.38,3.47,3.48,1.68,3.05,11.1,3.01,8.9,NA
ENSG00000261428,RP11-16P6.1,6.34,6.07,15.43,9.73,25.42,11.97,1.96,2.01,3.98,1.76,5.43,NA
ENSG00000204681,GABBR1,19.69,8.18,2.51,14.61,6.6,11.61,0.85,1.2,3.04,2.28,7.44,gamma-aminobutyric acid type B receptor subunit 1 [Source:HGNC Symbol;Acc:HGNC:4070]
ENSG00000101473,ACOT8,8,12.35,7.96,12.07,16.45,8.65,2.47,6.26,14.3,5.68,15.9,acyl-CoA thioesterase 8 [Source:HGNC Symbol;Acc:HGNC:15919]
ENSG00000167971,CASKIN1,20.33,19.28,13.67,16.67,18.01,19.83,4.29,1.5,3.81,6.4,13.58,CASK interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:20879]
ENSG00000103066,PLA2G15,2.45,5.82,3.75,6.45,10.15,5.56,1.4,2.86,6.34,0.31,4.84,phospholipase A2 group XV [Source:HGNC Symbol;Acc:HGNC:17163]
ENSG00000108395,TRIM37,2.7,4.63,7.3,3.43,3.59,6.28,0.71,2.76,2.5,0.52,2.84,tripartite motif containing 37 [Source:HGNC Symbol;Acc:HGNC:7523]
ENSG00000086758,HUWE1,8.98,12.9,15.51,12.58,15.01,10.6,18.03,4.24,12.14,16.05,13.11,"HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:30892]"
ENSG00000006744,ELAC2,13.94,21.3,21.14,23.37,20.42,20.31,5.57,8.45,13.91,2.88,20.82,elaC ribonuclease Z 2 [Source:HGNC Symbol;Acc:HGNC:14198]
ENSG00000214646,RP11-114H24.4,0.75,1.01,2.71,1.61,1.5,2.66,1.18,0.89,0.37,0,1.78,NA
ENSG00000140307,GTF2A2,4.6,10.63,16.58,9.73,13.4,14.56,4.26,11.1,14.46,1.53,8.62,general transcription factor IIA subunit 2 [Source:HGNC Symbol;Acc:HGNC:4647]
ENSG00000100601,ALKBH1,1.43,2.02,1.07,2.87,1.35,2.1,0.62,1.78,1.39,0.28,2.07,"alkB homolog 1, histone H2A dioxygenase [Source:HGNC Symbol;Acc:HGNC:17911]"
ENSG00000141425,RPRD1A,6.61,8.87,13.86,8.65,10.46,11.67,2.39,3.59,5.41,1.31,9.61,regulation of nuclear pre-mRNA domain containing 1A [Source:HGNC Symbol;Acc:HGNC:25560]
ENSG00000205352,PRR13,19.32,25.6,35.41,30.93,33.29,43.79,18.65,38.68,59.5,2.95,21.31,proline rich 13 [Source:HGNC Symbol;Acc:HGNC:24528]
ENSG00000041988,THAP3,10.08,14.8,24.21,28.96,24.35,25.24,3.09,6.19,19.96,5.08,24.26,THAP domain containing 3 [Source:HGNC Symbol;Acc:HGNC:20855]
ENSG00000222611,AL355388.1,179.88,206.89,329.47,335.21,416.67,186.1,0,0.38,5.47,60.4,236.02,NA
ENSG00000206760,SNORA6,26.76,41.63,16.73,54.14,88.1,35.81,0,18.57,30.55,0,40.31,"small nucleolar RNA, H/ACA box 6 [Source:HGNC Symbol;Acc:HGNC:32591]"
ENSG00000264147,MIR4763,121.16,80.08,20.14,25.46,54.03,14.37,0,11.98,36.59,0,101.31,NA
ENSG00000234177,LINC01114,1.41,3.98,0.92,0.35,1.11,2.4,0,0.22,1.11,0,0.64,long intergenic non-protein coding RNA 1114 [Source:HGNC Symbol;Acc:HGNC:49245]
ENSG00000152904,GGPS1,10.09,15.47,21.13,17.12,20.99,12.63,7.4,8.45,9.29,3.17,18.65,geranylgeranyl diphosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:4249]
ENSG00000173818,ENDOV,3.76,3.57,5.52,5.08,5.38,10.96,0.48,1.43,1.51,1.3,3.51,endonuclease V [Source:HGNC Symbol;Acc:HGNC:26640]
ENSG00000226396,RPS14P3,10.95,2.67,1.63,4.27,10.31,4.05,0,2.42,3.73,0,4.52,NA
ENSG00000154620,TMSB4Y,0.03,7.4,18.43,0,5.84,0.13,0,2.17,0.44,0,4.03,"thymosin beta 4, Y-linked [Source:HGNC Symbol;Acc:HGNC:11882]"
ENSG00000207146,Y_RNA,0,18.95,1.89,19,3.27,0,0,2.06,96.94,0,5.1,Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000243335,KCTD7,2.99,3.93,3.66,2.94,3.94,2.62,0.79,1.98,2.54,0.65,3.18,potassium channel tetramerization domain containing 7 [Source:HGNC Symbol;Acc:HGNC:21957]
ENSG00000269821,KCNQ1OT1,1.55,1.78,0.58,3.69,2.85,0.88,0.78,0.87,0.97,0.32,7.06,KCNQ1 opposite strand/antisense transcript 1 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:6295]
ENSG00000198914,POU3F3,170.25,521.47,180.78,88.86,225.55,290.94,256.38,11.37,31.51,238.62,81.34,POU class 3 homeobox 3 [Source:HGNC Symbol;Acc:HGNC:9216]
ENSG00000268983,AC005253.4,135.51,213.57,131.88,141.82,192.98,163.3,57.21,90.34,146.08,34.16,168.9,NA
ENSG00000272721,RP11-778D9.12,1.6,1.83,0.5,1.96,1.89,1.28,0,0.31,0.63,0,2.37,NA
ENSG00000213430,HSPD1P1,13.68,36.26,21.64,28.39,30.83,31.04,9.6,23.55,26.36,2.87,28.84,heat shock protein family D (Hsp60) member 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:35133]
ENSG00000248840,RP11-357G3.2,0.74,5.19,0.8,0.57,3.71,1.17,0,0.12,0.55,0,1.07,NA
ENSG00000159363,ATP13A2,12.81,14.01,19.18,13.03,9.59,12.28,2.13,2.1,6.58,1.53,7.52,ATPase 13A2 [Source:HGNC Symbol;Acc:HGNC:30213]
ENSG00000271967,RP11-134K13.4,1.12,3.11,1.92,4.64,4.64,5.16,0,2.44,7.39,0,5.03,NA
ENSG00000177853,ZNF518A,2.22,3.96,3.84,3.01,2.84,1.69,1.24,1.2,2.85,0.92,4.49,zinc finger protein 518A [Source:HGNC Symbol;Acc:HGNC:29009]
ENSG00000123810,B9D2,0.71,4.77,2.85,1.66,2.63,2.69,0,1.89,3.45,0,1.2,B9 protein domain 2 [Source:HGNC Symbol;Acc:HGNC:28636]
ENSG00000157106,SMG1,5.28,9.97,6.6,9.08,10.35,6.52,2.64,3.85,6.51,0.86,12.86,"SMG1, nonsense mediated mRNA decay associated PI3K related kinase [Source:HGNC Symbol;Acc:HGNC:30045]"
ENSG00000145817,YIPF5,12.81,17.23,17.37,28.27,25.4,16.03,2.64,9.75,15.46,3.16,16.08,Yip1 domain family member 5 [Source:HGNC Symbol;Acc:HGNC:24877]
ENSG00000138136,LBX1,4.43,0.62,3.48,0.09,1.29,5.21,0,0,0,0,1,ladybird homeobox 1 [Source:HGNC Symbol;Acc:HGNC:16960]
ENSG00000221420,SNORA81,32.54,68.35,45.04,36.5,71.59,55.8,0,37.34,52.67,0,56.84,"small nucleolar RNA, H/ACA box 81 [Source:HGNC Symbol;Acc:HGNC:32667]"
ENSG00000124098,FAM210B,39.89,40.44,55.05,48.62,56.48,23.43,7.37,20.1,34.1,12.19,38.32,family with sequence similarity 210 member B [Source:HGNC Symbol;Acc:HGNC:16102]
ENSG00000188229,TUBB4B,455.99,672.22,499.56,515,385.85,761.65,104.17,432.57,303.93,95.29,365.39,tubulin beta 4B class IVb [Source:HGNC Symbol;Acc:HGNC:20771]
ENSG00000108590,MED31,9.5,13.36,20.99,8.89,20.05,15.84,0.66,5.24,14.93,4.17,5.9,mediator complex subunit 31 [Source:HGNC Symbol;Acc:HGNC:24260]
ENSG00000160323,ADAMTS13,1.3,0.83,0.36,1.31,2.1,1.57,0,0.03,0.12,0.66,0.65,ADAM metallopeptidase with thrombospondin type 1 motif 13 [Source:HGNC Symbol;Acc:HGNC:1366]
ENSG00000213689,TREX1,27.96,40.29,57.49,37.6,44.46,38.88,8.51,10.82,33.36,7.62,28.82,three prime repair exonuclease 1 [Source:HGNC Symbol;Acc:HGNC:12269]
